text,category
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,operations,high",network
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,finance,critical",network
"software license audit request please provide a summary of active software licenses for compliance review. test desktop other,test,executive,high",other
"iot sensor offline an iot sensor in the server room has gone offline and is not reporting data. iot sensor iot sensor hardware,iot sensor,production,medium",hardware
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,legal,medium",software
"server disk space critically low one of the production servers is almost out of disk space. immediate action required. server server hardware,server,finance,medium",hardware
"desktop freezing randomly the desktop computer freezes and requires a hard reboot several times a day. desktop desktop hardware,desktop,operations,medium",hardware
"email attachments not opening email attachments are downloading but cannot be opened by any application. email desktop software,email,r&d,medium",software
"application throwing 500 error users receive a 500 internal server error when accessing certain app features. application desktop access,application,production,high",access
"it equipment inventory request need a current list of all it equipment assigned to the department. test desktop other,test,executive,critical",other
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,hr,medium",network
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,hr,low",software
"printer prints blank pages the printer produces blank pages instead of the expected document output. printer printer hardware,printer,support,medium",hardware
"email quota exceeded user's mailbox is full and they cannot receive new emails. quota increase needed. email desktop software,email,support,medium",software
"wifi authentication error devices get an authentication error when trying to connect to corporate wifi. wifi tablet network,wifi,marketing,critical",network
"monitor resolution incorrect monitor is stuck at a lower resolution and cannot be changed in display settings. monitor monitor hardware,monitor,executive,medium",hardware
"firewall rule change request please add a firewall rule to allow traffic from a new partner ip range. firewall server network,firewall,finance,high",network
"laptop screen goes black randomly the laptop display randomly goes black and requires a restart to recover. laptop laptop hardware,laptop,procurement,medium",hardware
"server unresponsive a server is not responding to pings or remote connections. services may be down. server server hardware,server,procurement,high",hardware
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,r&d,medium",other
"monitor resolution incorrect monitor is stuck at a lower resolution and cannot be changed in display settings. monitor monitor hardware,monitor,operations,high",hardware
"software license audit request please provide a summary of active software licenses for compliance review. test desktop other,test,executive,medium",other
"email marked as spam by recipients outgoing company emails are being flagged as spam by recipient servers. email desktop software,email,support,medium",software
"server unresponsive a server is not responding to pings or remote connections. services may be down. server server hardware,server,production,medium",hardware
"firewall rule change request please add a firewall rule to allow traffic from a new partner ip range. firewall server network,firewall,procurement,high",network
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,finance,high",software
"application access needed for new employee please grant application access to a new team member starting monday. application desktop access,application,it,high",access
"iot sensor offline an iot sensor in the server room has gone offline and is not reporting data. iot sensor iot sensor hardware,iot sensor,r&d,low",hardware
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,it,low",access
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,marketing,high",hardware
"server reboot required after update server requires a scheduled reboot following last night's system update. server server hardware,server,support,critical",hardware
"vpn two-factor authentication issue 2fa prompt is not being received during vpn login attempts. vpn laptop access,vpn,hr,high",access
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,support,high",access
"wifi password changed and users locked out wifi credentials were changed and users have not received the new password. wifi tablet network,wifi,logistics,medium",network
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,operations,low",software
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,operations,high",access
"vpn client fails to connect the vpn client returns an authentication error when trying to connect from home. vpn laptop access,vpn,procurement,medium",access
"vpn two-factor authentication issue 2fa prompt is not being received during vpn login attempts. vpn laptop access,vpn,production,medium",access
"laptop fan making loud noise the cooling fan on my laptop is very loud and seems to be running at full speed constantly. laptop laptop hardware,laptop,production,critical",hardware
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,hr,medium",access
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,operations,high",other
"server memory error logged error logs show memory faults on the application server. needs inspection. server server hardware,server,sales,medium",hardware
"application license expired users are getting a license expiry message and cannot use the application. application desktop access,application,production,critical",access
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,legal,high",network
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,hr,medium",hardware
"account locked after failed attempts account has been locked after multiple failed login attempts. please unlock. password desktop access,password,sales,medium",access
"laptop overheating and shutting down my laptop shuts down unexpectedly due to overheating, especially during video calls. laptop laptop hardware,laptop,legal,critical",hardware
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,legal,low",software
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,marketing,medium",access
"software license audit request please provide a summary of active software licenses for compliance review. test desktop other,test,logistics,critical",other
"lan port not working at desk the lan port at my workstation is not providing network connectivity. lan server network,lan,hr,medium",network
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,r&d,high",software
"antivirus software out of date antivirus definitions have not updated in over 30 days on multiple machines. security mobile software,security,operations,medium",software
"email signature not displaying correctly the corporate email signature is not rendering correctly in some email clients. email desktop software,email,operations,medium",software
"lan speed degraded in building wing network throughput is significantly reduced in the east wing of the building. lan server network,lan,production,medium",network
"server performance degraded application response times are slow. suspected server resource contention. server server hardware,server,finance,high",hardware
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,procurement,high",access
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,executive,critical",network
"erp login page not loading the erp system login page fails to load for users on the office network. erp desktop software,erp,sales,high",software
"software license audit request please provide a summary of active software licenses for compliance review. test desktop other,test,legal,high",other
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,executive,high",access
"lan vlan misconfiguration after a network change, devices are not getting correct vlan assignments. lan server network,lan,finance,medium",network
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,sales,low",software
"dns resolution failing for internal domains users cannot resolve internal domain names. external sites work fine. dns server network,dns,it,high",network
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,executive,medium",access
"server performance degraded application response times are slow. suspected server resource contention. server server hardware,server,sales,high",hardware
"printer offline status the printer shows as offline despite being powered on and connected to the network. printer printer hardware,printer,marketing,high",hardware
"email signature not displaying correctly the corporate email signature is not rendering correctly in some email clients. email desktop software,email,logistics,critical",software
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,operations,medium",other
"tablet battery not holding charge tablet drains within 2 hours even on low usage. needs battery replacement. tablet tablet hardware,tablet,marketing,high",hardware
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,marketing,low",software
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,finance,high",other
"email account not syncing on mobile work email is not syncing to mobile device. calendar is also affected. email desktop software,email,finance,high",software
"crm access needed for new sales rep new sales team member needs access provisioned in the crm system. crm desktop software,crm,legal,medium",software
"it support during office move requesting it support to assist with equipment setup during office relocation. unicode desktop other,unicode,sales,critical",other
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,support,high",network
"desktop running extremely slow applications are taking over 5 minutes to load on this desktop pc. desktop desktop hardware,desktop,production,medium",hardware
"dual monitor setup not working second monitor is not detected when connected to docking station. monitor monitor hardware,monitor,it,high",hardware
"server memory error logged error logs show memory faults on the application server. needs inspection. server server hardware,server,hr,high",hardware
"monitor resolution incorrect monitor is stuck at a lower resolution and cannot be changed in display settings. monitor monitor hardware,monitor,hr,low",hardware
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,executive,critical",software
"software license audit request please provide a summary of active software licenses for compliance review. general desktop other,general,finance,medium",other
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,legal,high",network
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,operations,high",access
"security software blocking legitimate app security software is incorrectly blocking a required business application. security mobile software,security,logistics,medium",software
"it support during office move requesting it support to assist with equipment setup during office relocation. unicode desktop other,unicode,sales,high",other
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,hr,high",access
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,r&d,low",hardware
"wifi password changed and users locked out wifi credentials were changed and users have not received the new password. wifi tablet network,wifi,hr,medium",network
"email marked as spam by recipients outgoing company emails are being flagged as spam by recipient servers. email desktop software,email,sales,high",software
"email attachments not opening email attachments are downloading but cannot be opened by any application. email desktop software,email,procurement,medium",software
"crm access needed for new sales rep new sales team member needs access provisioned in the crm system. crm desktop software,crm,marketing,critical",software
"erp performance slow during peak hours erp system slows significantly during morning peak hours, impacting productivity. erp desktop software,erp,hr,critical",software
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,finance,high",software
"desktop usb ports not working usb ports on the desktop are not detecting any connected devices. desktop desktop hardware,desktop,hr,medium",hardware
"laptop battery draining too fast my laptop battery depletes within an hour even on low usage. please investigate the battery health. laptop laptop hardware,laptop,finance,high",hardware
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,logistics,high",other
"firewall rule change request please add a firewall rule to allow traffic from a new partner ip range. firewall server network,firewall,finance,medium",network
"lan vlan misconfiguration after a network change, devices are not getting correct vlan assignments. lan server network,lan,operations,medium",network
"printer calibration needed print outputs are misaligned and colors are off. the printer needs calibration. printer printer hardware,printer,finance,medium",hardware
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,sales,medium",access
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,executive,medium",other
"desktop running extremely slow applications are taking over 5 minutes to load on this desktop pc. desktop desktop hardware,desktop,it,high",hardware
"shared mailbox access request team member needs access to the shared department mailbox. email desktop software,email,sales,critical",software
"printer network connection lost the office printer has lost its network connection and cannot receive print jobs. printer printer hardware,printer,procurement,medium",hardware
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,legal,high",network
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,legal,high",network
"monitor resolution incorrect monitor is stuck at a lower resolution and cannot be changed in display settings. monitor monitor hardware,monitor,executive,high",hardware
"antivirus scan causing system slowdown scheduled antivirus scans are causing severe system slowdowns during work hours. antivirus desktop software,antivirus,r&d,high",software
"lan port not working at desk the lan port at my workstation is not providing network connectivity. lan server network,lan,legal,medium",network
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,hr,high",software
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,procurement,low",access
"tablet screen cracked the tablet screen is cracked and touch is unresponsive in affected area. tablet tablet hardware,tablet,support,critical",hardware
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,finance,critical",access
"crm access needed for new sales rep new sales team member needs access provisioned in the crm system. crm desktop software,crm,production,medium",software
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,sales,medium",network
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,sales,critical",network
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,procurement,high",access
"vpn access needed for contractor please provision vpn access for an external contractor starting this week. vpn laptop access,vpn,hr,critical",access
"erp custom report failing a custom erp report is failing to generate with a generic error. erp desktop software,erp,finance,medium",software
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,r&d,medium",software
"email marked as spam by recipients outgoing company emails are being flagged as spam by recipient servers. email desktop software,email,finance,medium",software
"erp custom report failing a custom erp report is failing to generate with a generic error. erp desktop software,erp,legal,medium",software
"it support during office move requesting it support to assist with equipment setup during office relocation. general desktop other,general,procurement,medium",other
"password expiry causing lockout password expired and self-service reset is not sending the recovery email. password desktop access,password,finance,high",access
"erp data sync not completing data synchronization between erp modules is stalling and not completing. erp desktop software,erp,marketing,high",software
"server unresponsive a server is not responding to pings or remote connections. services may be down. server server hardware,server,r&d,high",hardware
"email marked as spam by recipients outgoing company emails are being flagged as spam by recipient servers. email desktop software,email,support,critical",software
"printer toner low alert printer is displaying a low toner warning. please arrange a replacement cartridge. printer printer hardware,printer,hr,medium",hardware
"desktop not powering on the desktop pc will not turn on despite power being connected correctly. desktop desktop hardware,desktop,support,critical",hardware
"printer offline status the printer shows as offline despite being powered on and connected to the network. printer printer hardware,printer,support,medium",hardware
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,hr,medium",network
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,sales,medium",software
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,support,medium",software
"iot sensor offline an iot sensor in the server room has gone offline and is not reporting data. iot sensor iot sensor hardware,iot sensor,legal,critical",hardware
"dns resolution failing for internal domains users cannot resolve internal domain names. external sites work fine. dns server network,dns,logistics,medium",network
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,it,critical",access
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,finance,low",access
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,marketing,medium",access
"monitor not displaying image monitor remains black even though the computer is on and cable is connected. monitor monitor hardware,monitor,operations,medium",hardware
"printer prints blank pages the printer produces blank pages instead of the expected document output. printer printer hardware,printer,finance,medium",hardware
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,marketing,medium",network
"iot sensor giving incorrect readings temperature sensor readings seem unreliable and inconsistent with actual conditions. iot sensor iot sensor hardware,iot sensor,procurement,high",hardware
"dns resolution failing for internal domains users cannot resolve internal domain names. external sites work fine. dns server network,dns,r&d,low",network
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,support,high",access
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,sales,low",network
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,sales,medium",software
"firewall rule change request please add a firewall rule to allow traffic from a new partner ip range. firewall server network,firewall,finance,high",network
"lan cable damaged and needs replacement the lan cable running to my workstation is damaged and needs replacing. lan server network,lan,sales,high",network
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,procurement,high",access
"laptop docking station not recognized when docking my laptop, external monitors and peripherals are not detected. laptop laptop hardware,laptop,operations,high",hardware
"erp login page not loading the erp system login page fails to load for users on the office network. erp desktop software,erp,production,medium",software
"lan cable damaged and needs replacement the lan cable running to my workstation is damaged and needs replacing. lan server network,lan,logistics,low",network
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,r&d,high",access
"erp login page not loading the erp system login page fails to load for users on the office network. erp desktop software,erp,r&d,low",software
"vpn slow speeds affecting productivity remote users experience very slow vpn speeds, making file access impractical. vpn laptop access,vpn,it,medium",access
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,support,high",network
"tablet screen cracked the tablet screen is cracked and touch is unresponsive in affected area. tablet tablet hardware,tablet,legal,high",hardware
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,procurement,high",access
"iot sensor offline an iot sensor in the server room has gone offline and is not reporting data. iot sensor iot sensor hardware,iot sensor,r&d,medium",hardware
"wifi password changed and users locked out wifi credentials were changed and users have not received the new password. wifi tablet network,wifi,logistics,high",network
"printer toner low alert printer is displaying a low toner warning. please arrange a replacement cartridge. printer printer hardware,printer,legal,medium",hardware
"tablet app crashes on launch the required business app crashes immediately upon opening on this tablet. tablet tablet hardware,tablet,marketing,high",hardware
"antivirus scan causing system slowdown scheduled antivirus scans are causing severe system slowdowns during work hours. antivirus desktop software,antivirus,support,medium",software
"monitor not displaying image monitor remains black even though the computer is on and cable is connected. monitor monitor hardware,monitor,finance,low",hardware
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,production,high",access
"iot sensor giving incorrect readings temperature sensor readings seem unreliable and inconsistent with actual conditions. iot sensor iot sensor hardware,iot sensor,logistics,high",hardware
"shared mailbox access request team member needs access to the shared department mailbox. email desktop software,email,legal,high",software
"dual monitor setup not working second monitor is not detected when connected to docking station. monitor monitor hardware,monitor,logistics,high",hardware
"iot sensor offline an iot sensor in the server room has gone offline and is not reporting data. iot sensor iot sensor hardware,iot sensor,marketing,medium",hardware
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,marketing,medium",access
"vpn two-factor authentication issue 2fa prompt is not being received during vpn login attempts. vpn laptop access,vpn,operations,medium",access
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,support,medium",hardware
"server memory error logged error logs show memory faults on the application server. needs inspection. server server hardware,server,legal,medium",hardware
"lan cable damaged and needs replacement the lan cable running to my workstation is damaged and needs replacing. lan server network,lan,finance,medium",network
"erp module missing from dashboard a required erp module has disappeared from the user dashboard after an update. erp desktop software,erp,finance,high",software
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,finance,high",hardware
"application crashes on login the business application crashes immediately upon entering credentials. application desktop access,application,logistics,high",access
"lan cable damaged and needs replacement the lan cable running to my workstation is damaged and needs replacing. lan server network,lan,legal,low",network
"password expiry causing lockout password expired and self-service reset is not sending the recovery email. password desktop access,password,it,medium",access
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,procurement,high",software
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,production,medium",hardware
"erp login page not loading the erp system login page fails to load for users on the office network. erp desktop software,erp,marketing,medium",software
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,sales,high",software
"server performance degraded application response times are slow. suspected server resource contention. server server hardware,server,hr,critical",hardware
"phishing email reported by user a user received a suspicious phishing email. please investigate and advise. security mobile software,security,hr,high",software
"erp module missing from dashboard a required erp module has disappeared from the user dashboard after an update. erp desktop software,erp,support,critical",software
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,legal,critical",other
"application license expired users are getting a license expiry message and cannot use the application. application desktop access,application,legal,critical",access
"antivirus software out of date antivirus definitions have not updated in over 30 days on multiple machines. security mobile software,security,it,low",software
"tablet battery not holding charge tablet drains within 2 hours even on low usage. needs battery replacement. tablet tablet hardware,tablet,finance,low",hardware
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,legal,low",access
"data loss prevention alert triggered dlp policy triggered for a file transfer. please review the alert details. security mobile software,security,executive,medium",software
"antivirus software out of date antivirus definitions have not updated in over 30 days on multiple machines. security mobile software,security,logistics,medium",software
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,sales,high",software
"tablet battery not holding charge tablet drains within 2 hours even on low usage. needs battery replacement. tablet tablet hardware,tablet,support,critical",hardware
"wifi password changed and users locked out wifi credentials were changed and users have not received the new password. wifi tablet network,wifi,legal,high",network
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,marketing,medium",network
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,executive,low",software
"desktop freezing randomly the desktop computer freezes and requires a hard reboot several times a day. desktop desktop hardware,desktop,it,high",hardware
"lan vlan misconfiguration after a network change, devices are not getting correct vlan assignments. lan server network,lan,logistics,medium",network
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,logistics,low",other
"software license audit request please provide a summary of active software licenses for compliance review. test desktop other,test,logistics,high",other
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,legal,low",other
"laptop overheating and shutting down my laptop shuts down unexpectedly due to overheating, especially during video calls. laptop laptop hardware,laptop,production,critical",hardware
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,support,critical",access
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,support,medium",network
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,procurement,critical",access
"wifi guest network not working the guest wifi network is unreachable. visitors are unable to connect. wifi tablet network,wifi,sales,high",network
"scanner not detected by computer the document scanner is connected but not recognized by the workstation. scanner desktop software,scanner,r&d,high",software
"software license audit request please provide a summary of active software licenses for compliance review. general desktop other,general,production,high",other
"application crashes on login the business application crashes immediately upon entering credentials. application desktop access,application,support,medium",access
"printer offline status the printer shows as offline despite being powered on and connected to the network. printer printer hardware,printer,procurement,critical",hardware
"wifi password changed and users locked out wifi credentials were changed and users have not received the new password. wifi tablet network,wifi,legal,low",network
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,executive,high",software
"tablet screen cracked the tablet screen is cracked and touch is unresponsive in affected area. tablet tablet hardware,tablet,operations,low",hardware
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,r&d,medium",software
"it equipment inventory request need a current list of all it equipment assigned to the department. test desktop other,test,marketing,high",other
"email attachments not opening email attachments are downloading but cannot be opened by any application. email desktop software,email,operations,high",software
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,logistics,low",hardware
"printer calibration needed print outputs are misaligned and colors are off. the printer needs calibration. printer printer hardware,printer,operations,high",hardware
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,r&d,medium",access
"shared mailbox access request team member needs access to the shared department mailbox. email desktop software,email,marketing,medium",software
"email account not syncing on mobile work email is not syncing to mobile device. calendar is also affected. email desktop software,email,procurement,medium",software
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,hr,high",other
"it support during office move requesting it support to assist with equipment setup during office relocation. general desktop other,general,logistics,critical",other
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,sales,high",hardware
"laptop fan making loud noise the cooling fan on my laptop is very loud and seems to be running at full speed constantly. laptop laptop hardware,laptop,logistics,high",hardware
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,finance,critical",access
"iot sensor giving incorrect readings temperature sensor readings seem unreliable and inconsistent with actual conditions. iot sensor iot sensor hardware,iot sensor,it,high",hardware
"dns resolution failing for internal domains users cannot resolve internal domain names. external sites work fine. dns server network,dns,procurement,medium",network
"erp custom report failing a custom erp report is failing to generate with a generic error. erp desktop software,erp,finance,high",software
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,procurement,medium",software
"vpn access needed for contractor please provision vpn access for an external contractor starting this week. vpn laptop access,vpn,operations,high",access
"it equipment inventory request need a current list of all it equipment assigned to the department. general desktop other,general,r&d,medium",other
"it support during office move requesting it support to assist with equipment setup during office relocation. unicode desktop other,unicode,finance,high",other
"server performance degraded application response times are slow. suspected server resource contention. server server hardware,server,hr,high",hardware
"tablet screen cracked the tablet screen is cracked and touch is unresponsive in affected area. tablet tablet hardware,tablet,finance,medium",hardware
"antivirus scan causing system slowdown scheduled antivirus scans are causing severe system slowdowns during work hours. antivirus desktop software,antivirus,logistics,medium",software
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,hr,medium",network
"unauthorized device detected on network network monitoring flagged an unrecognized device on the internal network. security mobile software,security,finance,low",software
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,sales,high",network
"email marked as spam by recipients outgoing company emails are being flagged as spam by recipient servers. email desktop software,email,production,high",software
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,legal,high",network
"unauthorized device detected on network network monitoring flagged an unrecognized device on the internal network. security mobile software,security,procurement,critical",software
"monitor resolution incorrect monitor is stuck at a lower resolution and cannot be changed in display settings. monitor monitor hardware,monitor,logistics,medium",hardware
"vpn slow speeds affecting productivity remote users experience very slow vpn speeds, making file access impractical. vpn laptop access,vpn,operations,medium",access
"tablet screen cracked the tablet screen is cracked and touch is unresponsive in affected area. tablet tablet hardware,tablet,hr,medium",hardware
"server unresponsive a server is not responding to pings or remote connections. services may be down. server server hardware,server,procurement,high",hardware
"application update failed last night's application update failed midway. app is now in an inconsistent state. application desktop access,application,operations,medium",access
"wifi authentication error devices get an authentication error when trying to connect to corporate wifi. wifi tablet network,wifi,hr,high",network
"application throwing 500 error users receive a 500 internal server error when accessing certain app features. application desktop access,application,hr,medium",access
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,sales,high",software
"printer calibration needed print outputs are misaligned and colors are off. the printer needs calibration. printer printer hardware,printer,production,medium",hardware
"wifi password changed and users locked out wifi credentials were changed and users have not received the new password. wifi tablet network,wifi,operations,high",network
"server performance degraded application response times are slow. suspected server resource contention. server server hardware,server,finance,high",hardware
"it equipment inventory request need a current list of all it equipment assigned to the department. general desktop other,general,r&d,high",other
"printer prints blank pages the printer produces blank pages instead of the expected document output. printer printer hardware,printer,production,high",hardware
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,marketing,medium",other
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,sales,critical",software
"application throwing 500 error users receive a 500 internal server error when accessing certain app features. application desktop access,application,production,high",access
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,marketing,low",access
"firewall rule change request please add a firewall rule to allow traffic from a new partner ip range. firewall server network,firewall,procurement,medium",network
"tablet battery not holding charge tablet drains within 2 hours even on low usage. needs battery replacement. tablet tablet hardware,tablet,marketing,critical",hardware
"iot sensor offline an iot sensor in the server room has gone offline and is not reporting data. iot sensor iot sensor hardware,iot sensor,production,medium",hardware
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,hr,high",network
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,operations,high",hardware
"monitor resolution incorrect monitor is stuck at a lower resolution and cannot be changed in display settings. monitor monitor hardware,monitor,procurement,high",hardware
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,support,critical",network
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,operations,medium",software
"erp module missing from dashboard a required erp module has disappeared from the user dashboard after an update. erp desktop software,erp,support,high",software
"desktop not powering on the desktop pc will not turn on despite power being connected correctly. desktop desktop hardware,desktop,marketing,medium",hardware
"security software blocking legitimate app security software is incorrectly blocking a required business application. security mobile software,security,production,high",software
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,hr,high",software
"unauthorized device detected on network network monitoring flagged an unrecognized device on the internal network. security mobile software,security,production,critical",software
"dual monitor setup not working second monitor is not detected when connected to docking station. monitor monitor hardware,monitor,r&d,medium",hardware
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,r&d,high",access
"dual monitor setup not working second monitor is not detected when connected to docking station. monitor monitor hardware,monitor,procurement,high",hardware
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,marketing,critical",network
"desktop not powering on the desktop pc will not turn on despite power being connected correctly. desktop desktop hardware,desktop,marketing,high",hardware
"crm access needed for new sales rep new sales team member needs access provisioned in the crm system. crm desktop software,crm,production,medium",software
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,procurement,medium",other
